139578,7,aquisition_unlikely,aquisition_likely,,,,
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.83,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,6.56,1
5,5,5,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.44,1
1,1,1,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.39,1
0,0,0,2,129.98,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,5.99,1,5.99,1
2,2,2,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,64.99,1,68.56,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.47,1
1,1,1,1,5.99,1,6.55,1
9,9,9,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
8,8,8,1,64.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.47,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,69.7,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.77,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,0,0,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.7,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,73.93,1
1,1,1,1,5.99,1,6.53,1
1,1,1,1,64.99,1,69.38,1
1,1,1,1,5.99,1,6.75,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,73.61,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.51,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,64.99,1,73.74,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
8,8,8,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
0,0,0,2,11.98,1,5.99,1
1,1,1,1,5.99,1,6.05,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.05,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.53,1
1,1,1,1,5.99,1,6.82,1
1,1,1,1,64.99,0,0,1
1,1,1,1,5.99,1,6.77,1
1,1,1,1,5.99,1,6.6,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,73.61,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.11,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
0,0,0,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,5.99,1,6.81,1
1,1,1,1,64.99,1,69.38,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
6,6,6,1,5.99,0,0,1
3,3,3,1,64.99,1,70.35,1
1,1,1,1,64.99,1,64.99,1
2,2,2,1,5.99,1,6.77,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,64.99,1,73.54,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,71.29,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,5.99,1,5.99,1
8,8,8,1,64.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
3,3,3,1,5.99,0,0,1
1,1,1,1,5.99,1,6.47,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.05,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.4,1
1,1,1,1,64.99,1,69.86,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
0,0,0,2,11.98,1,6.32,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.81,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,69.21,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,5.99,1,6.77,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.51,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,64.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,73.61,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.53,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.54,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.77,1
1,1,1,1,64.99,1,70.19,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,68.89,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,6.45,1
1,1,1,1,64.99,1,68.95,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.77,1
8,8,8,1,64.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
0,0,0,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
8,8,8,1,5.99,0,0,1
3,3,3,1,5.99,1,5.99,1
2,2,2,1,5.99,1,6.41,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.46,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
5,5,5,1,5.99,1,6.78,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
0,0,0,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.46,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.86,1
1,1,1,1,5.99,1,6.55,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.41,1
6,6,6,1,5.99,0,0,1
2,2,2,1,5.99,1,6.83,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.46,1
1,1,1,1,5.99,1,6.38,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,64.99,1,71.33,1
3,3,3,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.41,1
0,0,0,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.47,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,73.61,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
2,2,2,1,5.99,1,5.99,1
3,3,3,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
2,2,2,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.49,1
1,1,1,1,64.99,1,68.24,1
6,6,6,1,5.99,1,6.5,1
1,1,1,1,5.99,1,6.77,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,64.99,1,73.67,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,72.3,1
1,1,1,1,64.99,1,74.06,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.47,1
6,6,6,1,5.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
0,0,0,2,129.98,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.7,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,73.22,1
1,1,1,1,64.99,1,64.99,1
2,2,2,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.19,1
1,1,1,1,5.99,1,6.82,1
1,1,1,1,64.99,1,71.16,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.54,1
6,6,6,1,64.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,64.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.81,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.84,1
1,1,1,1,64.99,1,73.61,1
1,1,1,1,64.99,1,69.38,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
2,2,2,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.57,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,64.99,1,70.19,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,64.99,1,73.93,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.81,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,70.19,1
1,1,1,1,5.99,1,6.51,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,5.99,1,6.44,1
1,1,1,1,64.99,1,69.7,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.43,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,64.99,1,69.21,1
1,1,1,1,64.99,1,64.99,1
3,3,3,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.58,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,71.16,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.38,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.83,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
2,2,2,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
0,0,0,2,129.98,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.7,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.77,1
1,1,1,1,64.99,1,64.99,1
3,3,3,1,64.99,1,70.35,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.49,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.51,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,2,11.98,1,6.39,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.39,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.44,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,2,70.98,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.41,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,6.88,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.53,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.7,1
1,1,1,1,64.99,1,73.41,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.58,1
1,1,1,1,5.99,1,6.51,1
1,1,1,1,64.99,1,71.55,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.42,1
1,1,1,1,5.99,1,6.47,1
1,1,1,1,64.99,1,71.42,1
6,6,6,1,5.99,1,6.81,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.54,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.54,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,64.99,1,64.99,1
2,2,2,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.79,1
1,1,1,1,64.99,1,71.23,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,5.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.48,1
6,6,6,1,5.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.8,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,69.21,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
6,6,6,1,64.99,0,0,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
8,8,8,1,5.99,0,0,1
1,1,1,1,5.99,1,6.51,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,64.99,1,73.41,1
1,1,1,1,64.99,1,70.35,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,6.35,1
1,1,1,1,5.99,1,6.78,1
1,1,1,1,64.99,1,71.49,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,69.05,1
1,1,1,1,64.99,1,68.89,1
1,1,1,1,5.99,1,6.56,1
1,1,1,1,64.99,1,73.87,1
1,1,1,1,5.99,1,6.41,1
6,6,6,1,64.99,0,0,1
9,9,9,1,5.99,0,0,1
1,1,1,1,5.99,1,6.48,1
1,1,1,1,64.99,1,70.64,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
2,2,2,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.47,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
5,5,5,1,5.99,0,0,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,71.68,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,5.99,1,5.99,1
1,1,1,1,64.99,1,64.99,1
1,1,1,1,5.99,1,6.5,1
